file_name,pitch_midi,pitch_name,onset_s,duration_s
F02_0333_0002_2_D.mid,57,A3,10.333338,0.333334
F02_0333_0002_2_D.mid,60,C4,10.666672,0.666667
F02_0333_0002_2_D.mid,57,A3,11.333339,0.333334
F02_0333_0002_2_D.mid,60,C4,11.666673,0.333334
F02_0333_0002_2_D.mid,57,A3,12.000006,0.666667
F02_0333_0002_2_D.mid,60,C4,12.666673,0.666667
F02_0333_0002_2_D.mid,65,F4,13.333340,1.000001
F02_0333_0002_2_D.mid,62,D4,14.333341,0.333334
F02_0333_0002_2_D.mid,60,C4,14.666674,1.000001
F02_0333_0002_2_D.mid,60,C4,16.000008,0.333333
F02_0333_0002_2_D.mid,60,C4,16.333341,0.333334
F02_0333_0002_2_D.mid,62,D4,16.666675,0.333333
F02_0333_0002_2_D.mid,65,F4,17.000008,0.333334
F02_0333_0002_2_D.mid,57,A3,17.333342,0.500000
F02_0333_0002_2_D.mid,60,C4,17.833342,0.166667
F02_0333_0002_2_D.mid,57,A3,18.000009,0.333334
F02_0333_0002_2_D.mid,55,G3,18.333343,0.333333
F02_0333_0002_2_D.mid,53,F3,18.666676,1.333334
F03_0039_0002_2_D.mid,60,C4,0.000000,0.277778
F03_0039_0002_2_D.mid,60,C4,0.277778,0.277778
F03_0039_0002_2_D.mid,60,C4,0.555556,0.555556
F03_0039_0002_2_D.mid,60,C4,1.111112,0.277778
F03_0039_0002_2_D.mid,60,C4,1.388890,0.277778
F03_0039_0002_2_D.mid,57,A3,1.666668,0.277778
F03_0039_0002_2_D.mid,60,C4,1.944446,0.277778
F03_0039_0002_2_D.mid,65,F4,2.222224,0.277778
F03_0039_0002_2_D.mid,65,F4,2.500002,0.277778
F03_0039_0002_2_D.mid,65,F4,2.777780,0.277778
F03_0039_0002_2_D.mid,67,G4,3.055558,0.277778
F03_0039_0002_2_D.mid,69,A4,3.333336,1.111112
F03_0039_0002_2_D.mid,71,B4,4.444448,0.277778
F03_0039_0002_2_D.mid,71,B4,4.722226,0.277778
F03_0039_0002_2_D.mid,69,A4,5.000004,0.555556
F03_0039_0002_2_D.mid,67,G4,5.555560,0.277778
F03_0039_0002_2_D.mid,67,G4,5.833338,0.555556
F03_0039_0002_2_D.mid,65,F4,6.388894,0.277778
F03_0039_0002_2_D.mid,64,E4,6.666672,0.277778
F03_0039_0002_2_D.mid,62,D4,6.944450,0.277778
F03_0039_0002_2_D.mid,64,E4,7.222228,0.277778
F03_0039_0002_2_D.mid,65,F4,7.500006,0.277778
F03_0039_0002_2_D.mid,67,G4,7.777784,1.111112
F03_0039_0002_2_D.mid,71,B4,8.888896,0.277778
F03_0039_0002_2_D.mid,71,B4,9.166674,0.277778
F03_0039_0002_2_D.mid,69,A4,9.444452,0.555556
F03_0039_0002_2_D.mid,67,G4,10.000008,0.277778
F03_0039_0002_2_D.mid,67,G4,10.277786,0.555556
F03_0039_0002_2_D.mid,65,F4,10.833342,0.277778
F03_0039_0002_2_D.mid,64,E4,11.111120,0.277778
F03_0039_0002_2_D.mid,64,E4,11.388898,0.277778
F03_0039_0002_2_D.mid,62,D4,11.666676,0.277778
F03_0039_0002_2_D.mid,62,D4,11.944454,0.277778
F03_0039_0002_2_D.mid,60,C4,12.222232,1.111112
M05_0066_0002_1_D.mid,64,E4,0.000000,1.142858
M05_0066_0002_1_D.mid,67,G4,1.142858,0.571429
M05_0066_0002_1_D.mid,72,C5,1.714287,1.571430
M05_0066_0002_1_D.mid,74,D5,3.428574,1.142858
M05_0066_0002_1_D.mid,72,C5,4.571432,0.571429
M05_0066_0002_1_D.mid,67,G4,5.142861,2.142859
M05_0066_0002_1_D.mid,71,B4,7.428577,0.285715
M05_0066_0002_1_D.mid,69,A4,7.714291,0.285714
M05_0066_0002_1_D.mid,67,G4,8.000006,0.285715
M05_0066_0002_1_D.mid,65,F4,8.285721,0.285714
M05_0066_0002_1_D.mid,67,G4,8.571435,1.857144
M05_0066_0002_1_D.mid,60,C4,10.571436,0.285715
M05_0066_0002_1_D.mid,71,B4,10.857151,0.285714
M05_0066_0002_1_D.mid,69,A4,11.142865,0.285715
M05_0066_0002_1_D.mid,67,G4,11.428580,0.285714
M05_0066_0002_1_D.mid,65,F4,11.714294,0.285714
M05_0066_0002_1_D.mid,67,G4,12.000009,1.571430
M05_0066_0002_1_D.mid,60,C4,13.714296,1.571430
M05_0066_0002_1_D.mid,65,F4,15.428583,0.571429
M05_0066_0002_1_D.mid,62,D4,16.000012,2.142859
M05_0066_0002_1_D.mid,64,E4,18.285728,0.571429
M05_0066_0002_1_D.mid,60,C4,18.857157,3.238284
F05_0227_0002_1_D.mid,65,F4,0.000000,0.500000
F05_0227_0002_1_D.mid,56,G#3,0.500000,0.250000
F05_0227_0002_1_D.mid,58,A#3,0.750000,0.500000
F05_0227_0002_1_D.mid,56,G#3,1.250000,0.250000
F05_0227_0002_1_D.mid,58,A#3,1.500000,0.250000
F05_0227_0002_1_D.mid,60,C4,1.750000,1.000000
F05_0227_0002_1_D.mid,56,G#3,3.250000,0.250000
F05_0227_0002_1_D.mid,58,A#3,3.500000,0.250000
F05_0227_0002_1_D.mid,60,C4,3.750000,0.250000
F05_0227_0002_1_D.mid,61,C#4,4.000000,0.500000
F05_0227_0002_1_D.mid,60,C4,4.500000,0.250000
F05_0227_0002_1_D.mid,58,A#3,4.750000,0.750000
F05_0227_0002_1_D.mid,65,F4,6.000000,0.500000
F05_0227_0002_1_D.mid,63,D#4,6.500000,0.250000
F05_0227_0002_1_D.mid,61,C#4,6.750000,0.250000
F05_0227_0002_1_D.mid,63,D#4,7.000000,0.250000
F05_0227_0002_1_D.mid,65,F4,7.250000,0.500000
F05_0227_0002_1_D.mid,67,G4,7.750000,0.750000
F05_0191_0001_2_D.mid,62,D4,0.000000,0.444444
F05_0191_0001_2_D.mid,67,G4,0.444444,0.444444
F05_0191_0001_2_D.mid,62,D4,0.888888,0.444444
F05_0191_0001_2_D.mid,67,G4,1.333332,0.444444
F05_0191_0001_2_D.mid,64,E4,1.777776,0.222222
F05_0191_0001_2_D.mid,62,D4,1.999998,0.222222
F05_0191_0001_2_D.mid,60,C4,2.222220,0.222222
F05_0191_0001_2_D.mid,57,A3,2.444442,0.222222
F05_0191_0001_2_D.mid,62,D4,2.666664,0.888888
F05_0191_0001_2_D.mid,62,D4,3.555552,0.222222
F05_0191_0001_2_D.mid,67,G4,3.777774,0.222222
F05_0191_0001_2_D.mid,62,D4,3.999996,0.222222
F05_0191_0001_2_D.mid,67,G4,4.222218,0.222222
F05_0191_0001_2_D.mid,60,C4,4.444440,0.444444
F05_0191_0001_2_D.mid,59,B3,4.888884,0.222222
F05_0191_0001_2_D.mid,57,A3,5.111106,0.222222
F05_0191_0001_2_D.mid,55,G3,5.333328,0.444444
F05_0191_0001_2_D.mid,57,A3,5.777772,0.222222
F05_0191_0001_2_D.mid,60,C4,5.999994,0.222222
F05_0191_0001_2_D.mid,55,G3,6.222216,0.888888
F05_0191_0001_2_D.mid,60,C4,7.111104,0.444444
F05_0191_0001_2_D.mid,59,B3,7.555548,0.222222
F05_0191_0001_2_D.mid,57,A3,7.777770,0.222222
F05_0191_0001_2_D.mid,55,G3,7.999992,0.222222
F05_0191_0001_2_D.mid,57,A3,8.222214,0.222222
F05_0191_0001_2_D.mid,60,C4,8.444436,0.444444
F05_0191_0001_2_D.mid,67,G4,8.888880,0.444444
F05_0191_0001_2_D.mid,69,A4,9.333324,0.222222
F05_0191_0001_2_D.mid,67,G4,9.555546,0.222222
F05_0191_0001_2_D.mid,60,C4,9.777768,0.888888
F05_0191_0001_2_D.mid,67,G4,10.666656,0.444444
F05_0191_0001_2_D.mid,69,A4,11.111100,0.222222
F05_0191_0001_2_D.mid,67,G4,11.333322,0.222222
F05_0191_0001_2_D.mid,64,E4,11.555544,0.222222
F05_0191_0001_2_D.mid,67,G4,11.777766,0.222222
F05_0191_0001_2_D.mid,62,D4,11.999988,0.444444
F05_0191_0001_2_D.mid,55,G3,12.444432,0.444444
F05_0191_0001_2_D.mid,57,A3,12.888876,0.222222
F05_0191_0001_2_D.mid,60,C4,13.111098,0.222222
F05_0191_0001_2_D.mid,55,G3,13.333320,0.888888
M02_0190_0002_1.mid,66,F#4,0.000000,1.067187
M02_0190_0002_1.mid,68,G#4,1.125000,0.354688
M02_0190_0002_1.mid,73,C#5,1.500000,0.710938
M02_0190_0002_1.mid,73,C#5,2.250000,0.354688
M02_0190_0002_1.mid,71,B4,2.625000,0.354688
M02_0190_0002_1.mid,68,G#4,3.000000,0.354688
M02_0190_0002_1.mid,71,B4,3.375000,0.354688
M02_0190_0002_1.mid,66,F#4,3.750000,0.354687
M02_0190_0002_1.mid,68,G#4,4.125000,0.354687
M02_0190_0002_1.mid,64,E4,4.500000,1.067188
M02_0190_0002_1.mid,66,F#4,5.625000,0.354688
M02_0190_0002_1.mid,71,B4,6.000000,1.067188
M02_0190_0002_1.mid,68,G#4,7.125000,0.176563
M02_0190_0002_1.mid,68,G#4,7.312500,0.176563
M02_0190_0002_1.mid,66,F#4,7.500000,0.354688
M02_0190_0002_1.mid,68,G#4,7.875000,0.354688
M02_0190_0002_1.mid,64,E4,8.250000,0.354688
M02_0190_0002_1.mid,63,D#4,8.625000,0.354688
M02_0190_0002_1.mid,61,C#4,9.000000,1.423438
M04_0244_0001_1.mid,62,D4,0.000000,0.515909
M04_0244_0001_1.mid,65,F4,0.545455,0.515909
M04_0244_0001_1.mid,65,F4,1.090909,1.034091
M04_0244_0001_1.mid,65,F4,2.181818,0.515909
M04_0244_0001_1.mid,64,E4,2.727273,0.256818
M04_0244_0001_1.mid,62,D4,3.000000,0.256818
M04_0244_0001_1.mid,64,E4,3.272727,0.515909
M04_0244_0001_1.mid,62,D4,4.363636,0.515909
M04_0244_0001_1.mid,67,G4,4.909091,0.515909
M04_0244_0001_1.mid,67,G4,5.454545,1.034091
M04_0244_0001_1.mid,70,A#4,6.545454,0.515909
M04_0244_0001_1.mid,69,A4,7.090909,0.256818
M04_0244_0001_1.mid,67,G4,7.363636,0.256818
M04_0244_0001_1.mid,69,A4,7.636363,0.515909
M04_0244_0001_1.mid,69,A4,8.727272,0.515909
M04_0244_0001_1.mid,74,D5,9.272727,0.256818
M04_0244_0001_1.mid,72,C5,9.545454,0.256818
M04_0244_0001_1.mid,69,A4,9.818181,0.515909
M04_0244_0001_1.mid,67,G4,10.363636,0.515909
M04_0244_0001_1.mid,65,F4,10.909090,0.515909
M04_0244_0001_1.mid,69,A4,11.454545,0.256818
M04_0244_0001_1.mid,67,G4,11.727272,0.256818
M04_0244_0001_1.mid,65,F4,11.999999,0.515909
M04_0244_0001_1.mid,64,E4,12.545454,0.515909
M04_0244_0001_1.mid,57,A3,13.090908,0.775000
M04_0244_0001_1.mid,57,A3,13.909090,0.256818
M04_0244_0001_1.mid,65,F4,14.181817,0.515909
M04_0244_0001_1.mid,64,E4,14.727272,0.515909
M04_0244_0001_1.mid,62,D4,15.272726,2.070454
M03_0121_0002_1_DD.mid,60,C4,0.000000,0.461538
M03_0121_0002_1_DD.mid,60,C4,0.461538,0.461538
M03_0121_0002_1_DD.mid,52,E3,0.923077,0.461538
M03_0121_0002_1_DD.mid,55,G3,1.384615,1.846154
M03_0121_0002_1_DD.mid,52,E3,3.230769,0.230769
M03_0121_0002_1_DD.mid,50,D3,3.461539,0.230769
M03_0121_0002_1_DD.mid,48,C3,3.692308,0.461538
M03_0121_0002_1_DD.mid,48,C3,4.153846,0.461539
M03_0121_0002_1_DD.mid,57,A3,4.615385,0.461538
M03_0121_0002_1_DD.mid,55,G3,5.076923,2.076923
M03_0121_0002_1_DD.mid,57,A3,7.384616,0.461538
M03_0121_0002_1_DD.mid,57,A3,7.846154,0.461538
M03_0121_0002_1_DD.mid,57,A3,8.307693,0.461539
M03_0121_0002_1_DD.mid,48,C3,8.769232,1.846154
M03_0121_0002_1_DD.mid,45,A2,10.615385,0.230769
M03_0121_0002_1_DD.mid,48,C3,10.846155,0.230769
M03_0121_0002_1_DD.mid,55,G3,11.076924,0.461539
M03_0121_0002_1_DD.mid,52,E3,11.538462,0.461538
M03_0121_0002_1_DD.mid,52,E3,12.000001,0.461538
M03_0121_0002_1_DD.mid,50,D3,12.461539,2.076923
M03_0121_0002_1_DD.mid,60,C4,14.769232,0.461538
M03_0121_0002_1_DD.mid,60,C4,15.230770,0.461538
M03_0121_0002_1_DD.mid,52,E3,15.692309,0.461538
M03_0121_0002_1_DD.mid,55,G3,16.153847,1.846154
M03_0121_0002_1_DD.mid,52,E3,18.000001,0.230769
M03_0121_0002_1_DD.mid,50,D3,18.230771,0.230769
M03_0121_0002_1_DD.mid,48,C3,18.461540,0.461538
M03_0121_0002_1_DD.mid,48,C3,18.923078,0.461538
M03_0121_0002_1_DD.mid,57,A3,19.384617,0.461538
M03_0121_0002_1_DD.mid,55,G3,19.846155,2.076923
M03_0121_0002_1_DD.mid,52,E3,22.153848,0.461539
M03_0121_0002_1_DD.mid,48,C3,22.615386,0.461538
M03_0121_0002_1_DD.mid,48,C3,23.076925,0.461538
M03_0121_0002_1_DD.mid,45,A2,23.538463,0.461538
M03_0121_0002_1_DD.mid,52,E3,24.000002,0.692308
M03_0121_0002_1_DD.mid,50,D3,24.692310,0.230769
M03_0121_0002_1_DD.mid,50,D3,24.923079,0.923077
M03_0121_0002_1_DD.mid,43,G2,25.846156,0.230769
M03_0121_0002_1_DD.mid,55,G3,26.076925,0.461538
M03_0121_0002_1_DD.mid,55,G3,26.538464,0.230769
M03_0121_0002_1_DD.mid,50,D3,26.769233,0.461539
M03_0121_0002_1_DD.mid,52,E3,27.230771,0.461538
M03_0121_0002_1_DD.mid,48,C3,27.692310,1.846154
F01_0090_0001_2_D.mid,67,G4,0.000000,0.333334
F01_0090_0001_2_D.mid,69,A4,0.333334,0.333334
F01_0090_0001_2_D.mid,67,G4,0.666667,0.333334
F01_0090_0001_2_D.mid,65,F4,1.000001,0.333333
F01_0090_0001_2_D.mid,64,E4,1.333334,0.333333
F01_0090_0001_2_D.mid,62,D4,1.666667,0.333334
F01_0090_0001_2_D.mid,60,C4,2.000001,1.000001
F01_0090_0001_2_D.mid,55,G3,3.000002,1.000001
F01_0090_0001_2_D.mid,60,C4,4.000002,0.333334
F01_0090_0001_2_D.mid,64,E4,4.333336,0.333333
F01_0090_0001_2_D.mid,72,C5,4.666669,0.333334
F01_0090_0001_2_D.mid,71,B4,5.000002,0.333334
F01_0090_0001_2_D.mid,69,A4,5.333336,0.500000
F01_0090_0001_2_D.mid,64,E4,5.833336,0.166667
F01_0090_0001_2_D.mid,67,G4,6.000003,1.833334
F01_0090_0001_2_D.mid,69,A4,8.000004,0.333334
F01_0090_0001_2_D.mid,71,B4,8.333338,0.333334
F01_0090_0001_2_D.mid,69,A4,8.666671,0.333333
F01_0090_0001_2_D.mid,67,G4,9.000004,0.333334
F01_0090_0001_2_D.mid,65,F4,9.333338,0.333334
F01_0090_0001_2_D.mid,64,E4,9.666671,0.333334
F01_0090_0001_2_D.mid,62,D4,10.000005,1.000001
F01_0090_0001_2_D.mid,57,A3,11.000006,1.000001
F01_0090_0001_2_D.mid,59,B3,12.000006,0.333334
F01_0090_0001_2_D.mid,57,A3,12.333340,0.333333
F01_0090_0001_2_D.mid,55,G3,12.666673,0.333334
F01_0090_0001_2_D.mid,67,G4,13.000006,0.333334
F01_0090_0001_2_D.mid,60,C4,13.333340,0.500000
F01_0090_0001_2_D.mid,62,D4,13.833340,0.166667
F01_0090_0001_2_D.mid,64,E4,14.000007,1.833334
M04_0068_0003_2.mid,81,A5,0.000000,0.889323
M04_0068_0003_2.mid,83,B5,0.937500,0.295573
M04_0068_0003_2.mid,84,C6,1.250000,0.295573
M04_0068_0003_2.mid,83,B5,1.562500,0.295573
M04_0068_0003_2.mid,77,F5,1.875000,0.889323
M04_0068_0003_2.mid,74,D5,2.812500,0.295573
M04_0068_0003_2.mid,69,A4,3.125000,0.295573
M04_0068_0003_2.mid,74,D5,3.437500,0.295573
M04_0068_0003_2.mid,79,G5,3.750000,0.592448
M04_0068_0003_2.mid,81,A5,4.375000,0.592448
M04_0068_0003_2.mid,83,B5,5.000000,0.592448
M04_0068_0003_2.mid,76,E5,5.625000,1.779948
M04_0068_0003_2.mid,76,E5,7.500000,0.889323
M04_0068_0003_2.mid,72,C5,8.437500,0.295573
M04_0068_0003_2.mid,74,D5,8.750000,0.295573
M04_0068_0003_2.mid,76,E5,9.062500,0.295573
M04_0068_0003_2.mid,74,D5,9.375000,1.186198
M04_0068_0003_2.mid,72,C5,10.625000,0.592448
M04_0068_0003_2.mid,71,B4,11.250000,0.592448
M04_0068_0003_2.mid,64,E4,11.875000,0.592448
M04_0068_0003_2.mid,76,E5,12.500000,0.295573
M04_0068_0003_2.mid,74,D5,12.812500,0.295573
M04_0068_0003_2.mid,69,A4,13.125000,1.779948
F02_0016_0001_1.mid,60,C4,0.000000,0.618207
F02_0016_0001_1.mid,64,E4,0.652174,0.618207
F02_0016_0001_1.mid,67,G4,1.304348,1.237772
F02_0016_0001_1.mid,69,A4,2.608696,0.308424
F02_0016_0001_1.mid,69,A4,2.934783,0.308424
F02_0016_0001_1.mid,65,F4,3.260870,0.308424
F02_0016_0001_1.mid,69,A4,3.586957,0.308424
F02_0016_0001_1.mid,67,G4,3.913044,1.237772
F02_0016_0001_1.mid,65,F4,5.217392,0.618207
F02_0016_0001_1.mid,65,F4,5.869566,0.308424
F02_0016_0001_1.mid,64,E4,6.195653,0.308424
F02_0016_0001_1.mid,62,D4,6.521740,0.618207
F02_0016_0001_1.mid,69,A4,7.173914,0.618207
F02_0016_0001_1.mid,67,G4,7.826088,0.927989
F02_0016_0001_1.mid,62,D4,8.804349,0.308424
F02_0016_0001_1.mid,64,E4,9.130436,1.237772
F04_0469_0001_2_D.mid,60,C4,0.000000,0.545455
F04_0469_0001_2_D.mid,59,B3,0.545455,0.545455
F04_0469_0001_2_D.mid,64,E4,1.090910,0.545455
F04_0469_0001_2_D.mid,57,A3,1.636365,0.272728
F04_0469_0001_2_D.mid,60,C4,1.909093,0.272728
F04_0469_0001_2_D.mid,64,E4,2.181820,0.545455
F04_0469_0001_2_D.mid,57,A3,2.727275,0.272727
F04_0469_0001_2_D.mid,60,C4,3.000002,0.272728
F04_0469_0001_2_D.mid,62,D4,3.272730,0.409091
F04_0469_0001_2_D.mid,62,D4,3.681821,0.136364
F04_0469_0001_2_D.mid,60,C4,3.818185,0.272727
F04_0469_0001_2_D.mid,59,B3,4.090912,0.272728
F04_0469_0001_2_D.mid,57,A3,4.363640,0.545455
F04_0469_0001_2_D.mid,57,A3,5.454550,0.272728
F04_0469_0001_2_D.mid,60,C4,5.727278,0.272727
F04_0469_0001_2_D.mid,64,E4,6.000005,0.545455
F04_0469_0001_2_D.mid,60,C4,6.545460,0.272728
F04_0469_0001_2_D.mid,64,E4,6.818188,0.272728
F04_0469_0001_2_D.mid,67,G4,7.090915,0.409091
F04_0469_0001_2_D.mid,67,G4,7.500006,0.136364
F04_0469_0001_2_D.mid,62,D4,7.636370,0.272728
F04_0469_0001_2_D.mid,65,F4,7.909098,0.272727
F04_0469_0001_2_D.mid,64,E4,8.181825,0.545455
M02_0009_0001_2.mid,72,C5,0.000000,0.592448
M02_0009_0001_2.mid,72,C5,0.625000,0.592448
M02_0009_0001_2.mid,79,G5,1.250000,0.592448
M02_0009_0001_2.mid,79,G5,1.875000,0.592448
M02_0009_0001_2.mid,81,A5,2.500000,0.592448
M02_0009_0001_2.mid,81,A5,3.125000,0.592448
M02_0009_0001_2.mid,79,G5,3.750000,1.186198
M02_0009_0001_2.mid,77,F5,5.000000,0.592448
M02_0009_0001_2.mid,77,F5,5.625000,0.592448
M02_0009_0001_2.mid,76,E5,6.250000,0.592448
M02_0009_0001_2.mid,76,E5,6.875000,0.592448
M02_0009_0001_2.mid,74,D5,7.500000,0.592448
M02_0009_0001_2.mid,74,D5,8.125000,0.592448
M02_0009_0001_2.mid,72,C5,8.750000,1.186198
M02_0009_0001_2.mid,79,G5,10.000000,0.592448
M02_0009_0001_2.mid,79,G5,10.625000,0.592448
M02_0009_0001_2.mid,77,F5,11.250000,0.592448
M02_0009_0001_2.mid,77,F5,11.875000,0.592448
M02_0009_0001_2.mid,76,E5,12.500000,0.592448
M02_0009_0001_2.mid,76,E5,13.125000,0.592448
M02_0009_0001_2.mid,74,D5,13.750000,1.186198
M02_0009_0001_2.mid,79,G5,15.000000,0.592448
M02_0009_0001_2.mid,79,G5,15.625000,0.592448
M02_0009_0001_2.mid,77,F5,16.250000,0.592448
M02_0009_0001_2.mid,77,F5,16.875000,0.592448
M02_0009_0001_2.mid,76,E5,17.500000,0.592448
M02_0009_0001_2.mid,76,E5,18.125000,0.592448
M02_0009_0001_2.mid,74,D5,18.750000,1.186198
M04_0006_0002_1.mid,67,G4,0.000000,0.394676
M04_0006_0002_1.mid,69,A4,0.416667,0.130787
M04_0006_0002_1.mid,72,C5,0.555556,0.262732
M04_0006_0002_1.mid,72,C5,0.833334,0.262732
M04_0006_0002_1.mid,69,A4,1.111112,0.262732
M04_0006_0002_1.mid,74,D5,1.388890,0.262732
M04_0006_0002_1.mid,72,C5,1.666668,0.262732
M04_0006_0002_1.mid,69,A4,1.944446,0.262732
M04_0006_0002_1.mid,67,G4,2.222224,0.130787
M04_0006_0002_1.mid,69,A4,2.361113,0.130787
M04_0006_0002_1.mid,67,G4,2.500002,0.130787
M04_0006_0002_1.mid,65,F4,2.638891,0.130787
M04_0006_0002_1.mid,62,D4,2.777780,0.262732
M04_0006_0002_1.mid,60,C4,3.055558,0.262732
M04_0006_0002_1.mid,62,D4,3.333336,2.109955
M02_0070_0001_1_D.mid,69,A4,0.000000,0.833333
M02_0070_0001_1_D.mid,74,D5,0.833333,0.833333
M02_0070_0001_1_D.mid,73,C#5,1.666666,0.416667
M02_0070_0001_1_D.mid,71,B4,2.083333,0.416666
M02_0070_0001_1_D.mid,69,A4,2.499999,0.416667
M02_0070_0001_1_D.mid,71,B4,2.916666,0.416666
M02_0070_0001_1_D.mid,66,F#4,3.333332,1.666666
M02_0070_0001_1_D.mid,64,E4,4.999998,1.250000
M02_0070_0001_1_D.mid,66,F#4,6.249998,0.416666
M02_0070_0001_1_D.mid,67,G4,6.666664,0.833333
M02_0070_0001_1_D.mid,66,F#4,7.499997,0.416667
M02_0070_0001_1_D.mid,64,E4,7.916664,0.416666
M02_0070_0001_1_D.mid,62,D4,8.333330,1.666666
M01_0162_0001_2.mid,69,A4,0.000000,0.812500
M01_0162_0001_2.mid,72,C5,0.857143,0.405357
M01_0162_0001_2.mid,76,E5,1.285715,0.405357
M01_0162_0001_2.mid,74,D5,1.714286,0.812500
M01_0162_0001_2.mid,72,C5,2.571429,0.405357
M01_0162_0001_2.mid,71,B4,3.000001,0.405357
M01_0162_0001_2.mid,72,C5,3.428572,0.405357
M01_0162_0001_2.mid,71,B4,3.857143,0.405357
M01_0162_0001_2.mid,69,A4,4.285715,0.405357
M01_0162_0001_2.mid,67,G4,4.714287,0.405357
M01_0162_0001_2.mid,64,E4,5.142858,1.219643
M01_0162_0001_2.mid,69,A4,6.857144,0.812500
M01_0162_0001_2.mid,72,C5,7.714287,0.405357
M01_0162_0001_2.mid,76,E5,8.142859,0.405357
M01_0162_0001_2.mid,74,D5,8.571430,0.812500
M01_0162_0001_2.mid,79,G5,9.428573,0.405357
M01_0162_0001_2.mid,81,A5,9.857145,0.405357
M01_0162_0001_2.mid,76,E5,10.285716,1.626786
F01_0129_0001_2_D.mid,60,C4,0.000000,0.428572
F01_0129_0001_2_D.mid,60,C4,0.428572,0.142857
F01_0129_0001_2_D.mid,60,C4,0.571429,0.285714
F01_0129_0001_2_D.mid,60,C4,0.857143,0.285714
F01_0129_0001_2_D.mid,57,A3,1.142858,0.571429
F01_0129_0001_2_D.mid,60,C4,1.714287,0.571429
F01_0129_0001_2_D.mid,60,C4,2.285716,0.428572
F01_0129_0001_2_D.mid,65,F4,2.714288,0.142857
F01_0129_0001_2_D.mid,62,D4,2.857145,0.285714
F01_0129_0001_2_D.mid,60,C4,3.142859,0.285715
F01_0129_0001_2_D.mid,60,C4,3.428574,1.142858
F01_0129_0001_2_D.mid,62,D4,4.571432,0.428572
F01_0129_0001_2_D.mid,60,C4,5.000004,0.142857
F01_0129_0001_2_D.mid,62,D4,5.142861,0.285715
F01_0129_0001_2_D.mid,60,C4,5.428575,0.285715
F01_0129_0001_2_D.mid,57,A3,5.714290,0.571429
F01_0129_0001_2_D.mid,55,G3,6.285719,0.571429
F01_0129_0001_2_D.mid,57,A3,6.857148,0.285715
F01_0129_0001_2_D.mid,57,A3,7.142862,0.142857
F01_0129_0001_2_D.mid,55,G3,7.285720,0.142857
F01_0129_0001_2_D.mid,53,F3,7.428577,0.285715
F01_0129_0001_2_D.mid,53,F3,7.714291,0.285714
F01_0129_0001_2_D.mid,55,G3,8.000006,1.142858
F04_0206_0001_1_D.mid,67,G4,0.000000,0.409091
F04_0206_0001_1_D.mid,67,G4,0.409091,0.136364
F04_0206_0001_1_D.mid,67,G4,0.545455,0.272728
F04_0206_0001_1_D.mid,64,E4,0.818183,0.272728
F04_0206_0001_1_D.mid,62,D4,1.090910,0.545455
F04_0206_0001_1_D.mid,64,E4,1.636365,0.272728
F04_0206_0001_1_D.mid,67,G4,1.909093,0.272728
F04_0206_0001_1_D.mid,60,C4,2.181820,1.090910
F04_0206_0001_1_D.mid,57,A3,3.818185,0.272727
F04_0206_0001_1_D.mid,60,C4,4.090912,0.272728
F04_0206_0001_1_D.mid,62,D4,4.363640,0.545455
F04_0206_0001_1_D.mid,62,D4,4.909095,0.272727
F04_0206_0001_1_D.mid,64,E4,5.181822,0.272728
F04_0206_0001_1_D.mid,62,D4,5.454550,0.545455
F04_0206_0001_1_D.mid,59,B3,6.000005,0.272728
F04_0206_0001_1_D.mid,57,A3,6.272733,0.272728
F04_0206_0001_1_D.mid,55,G3,6.545460,1.500001
F04_0206_0001_1_D.mid,60,C4,8.727280,0.818183
F04_0206_0001_1_D.mid,62,D4,9.545463,0.272728
F04_0206_0001_1_D.mid,64,E4,9.818190,0.545455
F04_0206_0001_1_D.mid,67,G4,10.363645,0.545455
F04_0206_0001_1_D.mid,69,A4,10.909100,0.545455
F04_0206_0001_1_D.mid,67,G4,11.454555,0.272728
F04_0206_0001_1_D.mid,69,A4,11.727283,0.272727
F04_0206_0001_1_D.mid,67,G4,12.000010,0.545455
F04_0206_0001_1_D.mid,64,E4,12.545465,0.545455
F04_0206_0001_1_D.mid,62,D4,13.090920,0.545455
F04_0206_0001_1_D.mid,64,E4,13.636375,0.272728
F04_0206_0001_1_D.mid,67,G4,13.909103,0.272728
F04_0206_0001_1_D.mid,60,C4,14.181830,0.545455
F04_0206_0001_1_D.mid,57,A3,14.727285,0.272728
F04_0206_0001_1_D.mid,55,G3,15.000013,0.272728
F04_0206_0001_1_D.mid,62,D4,15.272740,1.500001
M02_0470_0002_1.mid,74,D5,0.000000,0.190878
M02_0470_0002_1.mid,76,E5,0.202703,0.190878
M02_0470_0002_1.mid,77,F5,0.405406,0.383446
M02_0470_0002_1.mid,76,E5,0.810811,0.190878
M02_0470_0002_1.mid,77,F5,1.013514,0.576014
M02_0470_0002_1.mid,79,G5,1.621622,0.383446
M02_0470_0002_1.mid,76,E5,2.027027,0.383446
M02_0470_0002_1.mid,74,D5,2.432433,0.190878
M02_0470_0002_1.mid,76,E5,2.635136,0.576014
M02_0470_0002_1.mid,77,F5,3.243244,0.383446
M02_0470_0002_1.mid,74,D5,3.648650,0.383446
M02_0470_0002_1.mid,72,C5,4.054055,0.190878
M02_0470_0002_1.mid,72,C5,4.256758,0.576014
